Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\Micro-USB-NORA-W1\Job_output_footprint\Pick Place\Pick Place for USB-NORA-W1.csv

========================================================================================================================
File Design Information:

Date:       16-09-21
Time:       14:09
Revision:   475f9b3b3beb8a1085a90580c18e8d4f2c615619
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"","UBXH18-00030020R","TopLayer","RES_0201_HD","37.2000","25.1500","90","RES THICK FILM CHIP 0201 0R 0 500mA"
"","UBXH18-000807310K","TopLayer","RES_0201_HD","44.2500","18.5000","0","RES THICK FILM CHIP 0201 10K 5% 50mW"
"","UBXH18-0000216360R","TopLayer","RES_0402_HD","67.1500","17.5000","180","RES THICK FILM CHIP 0402"
"M1","UBXH14-0000589","TopLayer","MAYA-86_Footprint","64.2000","23.8000","0","SHORT RANGE STAND-ALONE MULTIRADIO MODULE U-BLOX NORA-W1"
"J4","130-00099","BottomLayer","HDR.050P-10Pin-2x5-SMT_Key","35.6000","20.6800","270","Header 0.05" 10Pin 2Row SMD Black"
"J3","TC2050-IDC-NLDNP","BottomLayer","TC2050-IDC-NL","45.0150","24.2400","270","CON PADS FOR CBL PLUG-OF-NAILS 10-PIN NO LEGS"
"","110-00036","TopLayer","SOD-523","30.4000","17.9000","180","Diode Schottky 30V 200mA SOD523"
"","120-000160.1uF","TopLayer","Cap_0201_HD","47.4850","27.2700","0","CAP CER X5R 0201 100N 10% 10V"
"","120-000160.1uF","TopLayer","Cap_0201_HD","47.6500","22.8500","270","CAP CER X5R 0201 100N 10% 10V"
"","120-000160.1uF","TopLayer","Cap_0201_HD","38.3250","26.7000","0","CAP CER X5R 0201 100N 10% 10V"
"","120-000160.1uF","TopLayer","Cap_0201_HD","38.3250","22.8500","180","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-0000417100N","TopLayer","Cap_0201_HD","53.5000","20.5000","0","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-0000417100N","TopLayer","Cap_0201_HD","53.1250","17.6000","180","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-0000417100N","TopLayer","Cap_0201_HD","61.8000","17.5500","0","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-0000417100N","TopLayer","Cap_0201_HD","38.2500","20.5000","180","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-0000417100N","TopLayer","Cap_0201_HD","27.7000","18.6250","90","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-0000417100N","TopLayer","Cap_0201_HD","55.9000","27.3500","180","CAP CER X5R 0201 100N 10% 10V"
"","UBXH01-00002434U7","TopLayer","Cap_0402_HD","56.3000","28.4000","90","CAP CER X5R 0402"
"","UBXH01-000004010U","TopLayer","Cap_0603_HD","37.1000","19.1000","0","CAP CER X5R 0603 10U 20% 10V"
"R1","UBXH18-0008046750R","TopLayer","RES_0402_HD","25.8400","19.1700","0","RES THICK FILM CHIP 0402"
"R7","UBXH18-0008046750R","TopLayer","RES_0402_HD","67.1500","15.8000","180","RES THICK FILM CHIP 0402"
"R4","UBXH18-0000216360R","TopLayer","RES_0402_HD","67.1500","16.6500","180","RES THICK FILM CHIP 0402"
"D1","UBXH11-0000018","TopLayer","LED-0603","25.9500","18.1000","0","LED CHIP 0603 LOW CURRENT OSRAM 0.002A"
"D4","110-00018","TopLayer","SOT-553","28.3000","24.8250","270","LOW-CAPACITANCE 3-CHANNEL ESD-PROTECTION ARRAY"
"X1","100-00005","TopLayer","XTAL_3215","55.7000","23.5500","270","XTAL, 2Pin, 32.768kHz, 7pF 20ppm"
"U3","NXS0108BQX","TopLayer","QFN0.1P2x8-21pin_HS-21N","40.6000","24.8000","90","NXS0108BQX 8-BIT BIDIRECTIONAL VOLTAGE-LEVEL TRANSLATOR"
"","UBXH04-0001026","TopLayer","U.FL_3Pin","67.6500","30.8500","0","CONN HIROSE U.FL SERIES STRAIGHT RECEPTACLE"
"U4","NXS0108BQX","TopLayer","QFN0.1P2x8-21pin_HS-21N","49.7500","25.1000","90","NXS0108BQX 8-BIT BIDIRECTIONAL VOLTAGE-LEVEL TRANSLATOR"
"F1","UBXH08-0000001","TopLayer","IND_0603_HD","28.4000","21.6500","180","FERRITE BEAD, 0603, 600 OHM AT 100MHZ"
"SW1","B3U-1000P","TopLayer","FP-B3U-1000P-MFG","49.4500","18.7000","0","SWITCH TACTILE SPST-NO 0.05A 12V"
"","110-00036","TopLayer","SOD-523","36.2000","17.8000","0","Diode Schottky 30V 200mA SOD523"
"C11","UBXH01-000801512P","TopLayer","Cap_0402_HD","55.7000","20.4500","180","CAP CER COG 0402"
"C10","UBXH01-000801512P","TopLayer","Cap_0402_HD","55.6500","26.6000","180","CAP CER COG 0402"
"C4","UBXH01-000004010U","TopLayer","Cap_0603_HD","29.9000","19.7000","180","CAP CER X5R 0603 10U 20% 10V"
